,Open,High,Low,Adj Close,Volume,sma_short,sma_long,ema_short,ema_long,macd,macd_signal,plus_di,minus_di,adx,middle,upper,lower,moment,mom_signal,mom_base,rsi
2022-02-22 17:20:00,4309248.5,4309248.5,4308136.5,4308136.5,5825363968,4330020.625,4346120.74,4338261.035710396,4337542.924021962,718.1116884341463,3573.439743328322,32.336893289576096,51.40659728630232,33.39192557614822,4346120.74,4393546.36876758,4298695.11123242,-70465.5,-28523.65,0,0.3750722192936215
2022-02-22 17:25:00,4310060.5,4314709.0,4310060.5,4314709.0,3628597248,4328245.333333333,4343118.06,4336449.340655751,4336664.696174963,-215.35551921278238,2886.646256715577,38.27594715425053,43.847836360518755,31.618113530467937,4343118.06,4388488.121877486,4297747.998122513,-71467.0,-35219.4,0,0.44974491369359687
2022-02-22 17:30:00,4315472.0,4315472.0,4314479.5,4315197.5,0,4326747.708333333,4340253.32,4334814.583682231,4335839.0347836185,-1024.451101387851,2215.8613355567472,41.27615025640116,39.55897226608939,29.65185908748462,4340253.32,4383100.98508104,4297405.65491896,-74578.5,-42208.35,0,0.47221967669806825
2022-02-22 17:35:00,4317750.5,4323765.0,4317750.5,4323765.0,11506810880,4326747.541666667,4337694.74,4333964.615706674,4335374.648830403,-1410.0331237288192,1545.5774633840967,37.60930071013194,41.8555423615055,28.03130498299799,4337694.74,4376143.305547586,4299246.174452415,-63051.0,-48082.65,0,0.44051117403912005
2022-02-22 17:40:00,4323981.5,4325322.0,4323981.5,4325006.0,2020605952,4326821.958333333,4335490.7,4333275.491421545,4334975.854644618,-1700.3632230730727,924.202166856577,39.07580930127889,42.698452978889456,26.457888226381108,4335490.7,4369915.770013103,4301065.629986897,-62723.5,-54161.8,0,0.4597234968471536
2022-02-22 17:45:00,4323163.0,4323431.0,4320144.5,4320144.5,0,4326207.25,4333315.8,4332265.415158349,4334405.417927517,-2140.002769167535,304.970536308984,40.852071361351946,39.068037562821615,24.842847109974976,4333315.8,4364150.606320515,4302480.993679484,-59962.5,-58065.35,0,0.4812880631014551
2022-02-22 17:50:00,4317960.0,4327210.5,4317960.0,4327210.5,158334976,4325161.416666667,4331740.64,4331876.575530783,4334128.69031492,-2252.1147841364145,-316.6503175060368,41.57923696015071,35.050685915190854,23.754629603801284,4331740.64,4359347.459917375,4304133.820082624,-47306.5,-60466.05,0,0.5149613829679327
2022-02-22 17:55:00,4326436.0,4329212.0,4326436.0,4328918.0,10031726592,4325060.833333333,4330344.66,4331648.992797646,4333928.279148961,-2279.286351315677,-916.806942240749,40.62121823315853,35.25849695582427,22.642147479631298,4330344.66,4354507.794388301,4306181.5256117,-37671.5,-59331.4,0,0.5068604148660328
2022-02-22 18:00:00,4328872.0,4328872.0,4325811.0,4325811.0,0,4324265.916666667,4329204.18,4331199.916428596,4333616.07610477,-2416.159676174633,-1413.294984418071,31.86955250373213,39.20350486587424,21.820597145377384,4329204.18,4351250.412856137,4307157.947143862,-38006.5,-58485.2,0,0.4247465838040212
2022-02-22 18:05:00,4320944.5,4332197.0,4320944.5,4331950.0,0,4323274.333333333,4328394.78,4331257.615164857,4333551.996254587,-2294.381089729257,-1748.0164042140048,31.349444649102004,43.46169567477279,21.445253178687373,4328394.78,4348308.182226819,4308481.377773182,-22373.0,-54760.55,0,0.5102313117382579
2022-02-22 18:10:00,4332386.5,4333750.5,4332386.5,4333750.5,0,4322714.541666667,4327673.84,4331449.375536791,4333559.631014026,-2110.255477234721,-1958.56084399422,34.09577971293267,45.01761502033306,20.93592244636481,4327673.84,4345225.494605299,4310122.185394701,-18434.5,-49557.45,0,0.4906748287421659
2022-02-22 18:15:00,4335282.0,4335282.0,4329083.5,4329083.5,0,4323640.166666667,4327326.78,4331267.385110884,4333387.472128871,-2120.0870179869235,-2080.2981680607836,25.265384760681503,50.04452311694199,21.73372047874918,4327326.78,4344383.5906044785,4310269.969395522,-22690.5,-44679.8,0,0.4098900897712085
2022-02-22 18:20:00,4326792.5,4331959.5,4326792.5,4331959.5,0,4325625.416666667,4327560.52,4331320.6247177385,4333332.550123914,-2011.9254061756656,-2147.1750883326554,24.78755115979859,50.03891586231727,22.53457699147231,4327560.52,4344708.10960069,4310412.930399309,-5800.5,-37802.0,0,0.44775285383571484
2022-02-22 18:25:00,4332461.5,4332461.5,4328129.0,4328129.0,0,4326743.75,4327835.26,4331075.115124066,4333132.413580687,-2057.298456620425,-2186.834558726806,31.347099311701083,32.46411012782694,21.14897139848395,4327835.26,4344781.178095037,4310889.341904962,2013.0,-31295.6,0,0.5808823529411765
2022-02-22 18:30:00,4327396.0,4328060.0,4327156.0,4328060.0,0,4327815.625,4327517.16,4330843.183191446,4332937.32075066,-2094.137559214607,-2181.7384242875914,35.47030419012439,23.580854046596496,21.081316792960674,4327517.16,4344118.557553129,4310915.762446871,6799.5,-24343.3,0,0.6879806013945107
2022-02-22 18:35:00,4335574.5,4337785.5,4335574.5,4337785.5,0,4328984.0,4327701.82,4331377.207561335,4333123.789183327,-1746.5816219924018,-2125.5680729382566,39.92970670974965,22.527157160774642,21.533449668354763,4327701.82,4344663.941685206,4310739.698314794,1773.0,-18169.75,0,0.7055025691717204
2022-02-22 18:40:00,4339209.5,4349444.5,4339209.5,4349444.5,10912006144,4331020.541666667,4328728.92,4332766.9992873855,4333751.508830123,-984.5095427371562,-1981.703983096199,48.10040872605506,19.568990988329148,22.908749943739927,4328728.92,4347690.149730173,4309767.690269827,16275.5,-11811.55,0,0.7543711098236701
