Open,Low,High,Adj Close,Volume
5052020.5,5052020.5,5052020.5,5052020.5,0.0
5055005.0,5055005.0,5055005.0,5055005.0,0.0
5054905.0,5054905.0,5054905.0,5054905.0,1495531520.0
5055112.5,5055112.5,5055112.5,5055112.5,1080819712.0
5055383.0,5055383.0,5055383.0,5055383.0,2905341952.0
5055901.0,5055901.0,5055901.0,5055901.0,300417024.0
5056114.0,5056114.0,5056114.0,5056114.0,17825792.0
5055940.5,5055940.5,5055940.5,5055940.5,1063518208.0
5056949.0,5056949.0,5056949.0,5056949.0,1220280320.0
5057782.5,5057782.5,5057782.5,5057782.5,0.0
5058034.5,5058034.5,5058034.5,5058034.5,2230583296.0
5057974.5,5057974.5,5057974.5,5057974.5,0.0
5056720.0,5056720.0,5056720.0,5056720.0,0.0
5056215.5,5056215.5,5056215.5,5056215.5,4272160768.0
5056579.0,5056579.0,5056579.0,5056579.0,0.0
5054812.5,5054812.5,5054812.5,5054812.5,0.0
5055130.5,5055130.5,5055130.5,5055130.5,0.0
5055402.0,5055402.0,5055402.0,5055402.0,543948800.0
5056339.0,5056339.0,5056339.0,5056339.0,0.0
5057634.5,5057634.5,5057634.5,5057634.5,0.0
5056668.5,5056668.5,5056668.5,5056668.5,0.0
5055501.0,5055501.0,5055501.0,5055501.0,543424512.0
5054609.0,5054609.0,5054609.0,5054609.0,0.0
5052672.5,5052672.5,5052672.5,5052672.5,0.0
5052014.5,5052014.5,5052014.5,5052014.5,0.0
5051158.0,5051158.0,5051158.0,5051158.0,0.0
5048520.5,5048520.5,5048520.5,5048520.5,0.0
5049171.5,5049171.5,5049171.5,5049171.5,0.0
5049464.5,5049464.5,5049464.5,5049464.5,751042560.0
5052987.5,5052987.5,5052987.5,5052987.5,1036517376.0
5052346.0,5052346.0,5052346.0,5052346.0,52166656.0
5052929.0,5052929.0,5052929.0,5052929.0,0.0
5051676.5,5051676.5,5051676.5,5051676.5,3656908800.0
5051548.5,5051548.5,5051548.5,5051548.5,25165824.0
